LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,Mahalanobis_Dist,Anomaly
563,81110,111807,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to blk_8988793695103110546 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.115697723156672,0
564,81110,111826,9879,INFO,dfs.DataNode$PacketResponder,Received block blk_-5340841684362207777 of size 67108864 from /10.251.198.33,E11,Received block blk_<*> of size <*> from /<*>,1.0807469211167589,0
565,81110,111909,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.99:50010 is added to blk_-2600305892036631113 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.1059026696563001,0
566,81110,111958,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-2144263949276079479 size 3547172,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.1023182638918767,0
567,81110,112055,10002,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6927870228542972281 src: /10.250.7.230:41059 dest: /10.250.7.230:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,1.081324908368834,0
568,81110,112152,9621,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_6610244864386894422 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1.0053360721959457,0
569,81110,112155,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_774612454978154966,E14,Verification succeeded for blk_<*>,1.091882685956843,0
570,81110,112234,9888,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6672666770563118759 src: /10.251.71.68:44457 dest: /10.251.71.68:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,1.037906117442589,0
571,81110,112310,9858,INFO,dfs.DataNode$DataXceiver,Receiving block blk_4783621682384104986 src: /10.251.193.224:52556 dest: /10.251.193.224:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,1.0256503891612783,0
572,81110,112324,9997,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-1387034299358896632 terminating,E10,PacketResponder <*> for block blk_<*> terminating,1.0439337341007395,0
573,81110,112448,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-5012639079435860269 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.0736169010286267,0
574,81110,112511,10021,INFO,dfs.DataNode$PacketResponder,Received block blk_5600017220681756254 of size 67108864 from /10.251.214.130,E11,Received block blk_<*> of size <*> from /<*>,1.0350034348273809,0
575,81110,112516,10267,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8235751201501175836 src: /10.250.11.194:37449 dest: /10.250.11.194:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,1.075127474344757,0
576,81110,112615,9713,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8838161455213213548 src: /10.251.199.150:58165 dest: /10.251.199.150:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9701226493744338,0
577,81110,112629,10027,INFO,dfs.DataNode$PacketResponder,Received block blk_-3741526967786688540 of size 67108864 from /10.251.74.79,E11,Received block blk_<*> of size <*> from /<*>,1.016841247577201,0
578,81110,112653,10042,INFO,dfs.DataNode$PacketResponder,Received block blk_120277101968534224 of size 67108864 from /10.251.122.65,E11,Received block blk_<*> of size <*> from /<*>,1.0134415098726544,0
579,81110,112716,9992,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7535677865140289610 src: /10.251.26.131:47660 dest: /10.251.26.131:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9988276612949775,0
580,81110,112739,10109,INFO,dfs.DataNode$PacketResponder,Received block blk_-5814328448485070742 of size 67108864 from /10.251.74.134,E11,Received block blk_<*> of size <*> from /<*>,1.0135944969938921,0
581,81110,112744,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_1021828391502582165 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.0489350962768413,0
582,81110,112807,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.53:50010 is added to blk_3202507081359904616 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.0450317834334812,0
583,81110,113017,10093,INFO,dfs.DataNode$DataXceiver,Receiving block blk_102441832197223997 src: /10.251.123.195:49611 dest: /10.251.123.195:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9938363266514093,0
584,81110,113407,10381,INFO,dfs.DataNode$PacketResponder,Received block blk_3242229894054064344 of size 3540106 from /10.250.15.240,E11,Received block blk_<*> of size <*> from /<*>,1.0399420767276033,0
585,81110,113636,19,INFO,dfs.FSDataset,Deleting block blk_-7601381921195183756 file /mnt/hadoop/dfs/data/current/subdir48/blk_-7601381921195183756,E9,Deleting block blk_<*> file /<*>/blk_<*>,1.0356249699802627,0
586,81110,113919,10209,INFO,dfs.DataNode$PacketResponder,Received block blk_2157471834570224881 of size 67108864 from /10.251.126.22,E11,Received block blk_<*> of size <*> from /<*>,0.99642060033564,0
587,81110,113952,10299,INFO,dfs.DataNode$PacketResponder,Received block blk_-7029628814943626474 of size 67108864 from /10.250.7.230,E11,Received block blk_<*> of size <*> from /<*>,1.007008605272352,0
588,81110,113955,10279,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-931590117143327078 src: /10.251.42.191:44480 dest: /10.251.42.191:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.998133499785203,0
589,81110,114005,10102,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4967492069970766092 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.9633425375500357,0
590,81110,114019,10028,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1485317050914225917 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.9475091642226917,0
591,81110,114020,10232,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1727371778357941761 src: /10.251.126.255:42844 dest: /10.251.126.255:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.975478963557004,0
592,81110,114119,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-2402036602753320612 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.0172164744711791,0
593,81110,114144,10436,INFO,dfs.DataNode$PacketResponder,Received block blk_-1849105860762445186 of size 67108864 from /10.251.91.229,E11,Received block blk_<*> of size <*> from /<*>,1.0012377080872443,0
594,81110,114231,10363,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7820996703068538967 src: /10.251.35.1:59569 dest: /10.251.35.1:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9836244959360652,0
595,81110,114309,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000299_0/part-00299. blk_4984150784048864430,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,1.0128581910812515,0
596,81110,114315,10226,INFO,dfs.DataNode$PacketResponder,Received block blk_1646909113279517647 of size 67108864 from /10.251.214.130,E11,Received block blk_<*> of size <*> from /<*>,0.9531034654894546,0
597,81110,114319,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_-8145226289286457574 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.0104677928185692,0
598,81110,114347,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_5809900021002850724 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.009222763051656,0
599,81110,114354,10356,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2735034460607366827 src: /10.251.91.15:57370 dest: /10.251.91.15:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9629169823521662,0
600,81110,114357,10454,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7486746679002157277 src: /10.251.42.207:57669 dest: /10.251.42.207:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9755351622264101,0
601,81110,114449,10421,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8876879715755468215 src: /10.251.111.80:43834 dest: /10.251.111.80:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9661690118104087,0
602,81110,114454,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000054_0/part-00054. blk_-4139299269696044017,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,1.0075749247836936,0
603,81110,114504,10561,INFO,dfs.DataNode$DataXceiver,Receiving block blk_591323161994959677 src: /10.251.195.33:50123 dest: /10.251.195.33:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9826673423096001,0
604,81110,114637,10468,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5828360070550196756 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.9632231950816039,0
605,81110,114717,10303,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-7683667795522321323 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.9353526189573628,0
606,81110,114724,10433,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7733243482102436613 src: /10.250.6.223:34069 dest: /10.250.6.223:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.951838274794175,0
607,81110,114738,10395,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2980964138205299397 src: /10.251.110.196:53450 dest: /10.251.110.196:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9438397978328033,0
608,81110,115017,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.191:50010 is added to blk_1589878256898761558 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,1.000863642920595,0
609,81110,115202,10582,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2746863406163228797 src: /10.251.39.160:35642 dest: /10.251.39.160:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9628651005779464,0
610,81110,115204,10569,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3067558337579347170 src: /10.250.6.191:34137 dest: /10.250.6.191:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9584941487978804,0
611,81110,115226,10579,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8992894896370738220 src: /10.251.43.210:54766 dest: /10.251.43.210:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9576611944248054,0
612,81110,115408,10446,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7230947007726948080 src: /10.251.29.239:53564 dest: /10.251.29.239:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9343415368303181,0
613,81110,115526,10492,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1869228153483717375 src: /10.251.203.4:56599 dest: /10.251.203.4:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9377365680326948,0
614,81110,115614,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-3949633496933134307 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9964641055312368,0
615,81110,115700,10671,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-8745453424063341007 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.9586312031031718,0
616,81110,115734,10668,INFO,dfs.DataNode$PacketResponder,Received block blk_-2117066166574895060 of size 67108864 from /10.251.73.188,E11,Received block blk_<*> of size <*> from /<*>,0.9560036127790008,0
617,81110,115737,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to blk_512039711533506696 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9978028252786568,0
618,81110,115742,10672,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_6017354285686373326 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.9534350448095843,0
619,81110,115804,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.83:50010 is added to blk_5176855630425795751 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9985112754893313,0
620,81110,115934,10597,INFO,dfs.DataNode$PacketResponder,Received block blk_-4433556521525567493 of size 28492032 from /10.250.6.4,E11,Received block blk_<*> of size <*> from /<*>,0.9377774259491475,0
621,81110,120103,10778,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-5321676321043683563 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.9321081302698212,0
622,81110,120139,10638,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-357695136519539363 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.9092074104702823,0
623,81110,120233,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.37:50010 is added to blk_-7603740654202748654 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9506657010777084,0
624,81110,120246,10414,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1279439901767890758 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.8794595559547813,0
625,81110,120247,10427,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8942969309743886844 src: /10.251.110.68:58266 dest: /10.251.110.68:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.8791539365563914,0
626,81110,120247,10525,INFO,dfs.DataNode$PacketResponder,Received block blk_469871968689793326 of size 67108864 from /10.251.30.179,E11,Received block blk_<*> of size <*> from /<*>,0.8871223890378076,0
627,81110,120410,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001080_0/part-01080. blk_2847401988110989655,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,0.948543420664312,0
628,81110,120429,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4307207852226914003 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.949463770619975,0
629,81110,120516,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_3506875694435075421 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9488845353846393,0
630,81110,120524,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_-4945182943709543868 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9499190500300155,0
631,81110,120621,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0/part-00809. blk_7550266985912909372,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,0.9488668053649533,0
632,81110,120718,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.192:50010 is added to blk_-4619809198345103330 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9483836546176359,0
633,81110,120807,10546,INFO,dfs.DataNode$PacketResponder,Received block blk_4614530673206341566 of size 67108864 from /10.251.91.229,E11,Received block blk_<*> of size <*> from /<*>,0.8784587299502348,0
634,81110,120857,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to blk_6125469222540396851 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9491943619888634,0
635,81110,120931,10872,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6868050965297613251 src: /10.251.201.204:47734 dest: /10.251.201.204:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9089843645774118,0
636,81110,121045,10833,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7266711648018793699 src: /10.251.31.242:47086 dest: /10.251.31.242:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9023370628583839,0
637,81110,121136,10865,INFO,dfs.DataNode$DataXceiver,Receiving block blk_9146254623576405494 src: /10.250.7.146:60294 dest: /10.250.7.146:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9042481125344546,0
638,81110,121153,10880,INFO,dfs.DataNode$PacketResponder,Received block blk_-6966935672736779591 of size 67108864 from /10.251.90.64,E11,Received block blk_<*> of size <*> from /<*>,0.9046826305467006,0
639,81110,121156,11034,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7411687001739959508 src: /10.251.122.65:46080 dest: /10.251.122.65:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9226412179858888,0
640,81110,121202,11005,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_6514181997629420906 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.917217971147454,0
641,81110,121248,10737,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4434479572312007079 src: /10.251.30.101:60539 dest: /10.251.30.101:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.8872819337142116,0
642,81110,121402,10935,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-3339018122410311668 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.9053467159608988,0
643,81110,121647,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_5272761429354463572 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9507690841932617,0
644,81110,121711,11025,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1680563440028826904 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.9118707194958567,0
645,81110,121758,10889,INFO,dfs.DataNode$PacketResponder,Received block blk_-5671206752084326639 of size 67108864 from /10.251.214.67,E11,Received block blk_<*> of size <*> from /<*>,0.8960392833767375,0
646,81110,121758,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_1649162819905816843,E14,Verification succeeded for blk_<*>,0.9558633556796224,0
647,81110,121943,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001335_0/part-01335. blk_-2541428592126088938,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,0.9533857978870987,0
648,81110,121951,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.3:50010 is added to blk_6547729596040509998 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9547751822753439,0
649,81110,122121,10760,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3673133694834392576 src: /10.251.109.209:49088 dest: /10.251.109.209:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.8822944390556602,0
650,81110,122207,11264,INFO,dfs.DataNode$PacketResponder,Received block blk_48742413802609430 of size 67108864 from /10.251.106.10,E11,Received block blk_<*> of size <*> from /<*>,0.9336346941644903,0
651,81110,122210,11081,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6085274723649229095 src: /10.251.127.191:51113 dest: /10.251.127.191:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.910124732109604,0
652,81110,122309,11240,INFO,dfs.DataNode$PacketResponder,Received block blk_-227411387418683230 of size 67108864 from /10.251.194.213,E11,Received block blk_<*> of size <*> from /<*>,0.9280940269374849,0
653,81110,122314,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.160:50010 is added to blk_3079488924320077240 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9593668698708735,0
654,81110,122407,11042,INFO,dfs.DataNode$PacketResponder,Received block blk_692184983396207285 of size 67108864 from /10.250.6.214,E11,Received block blk_<*> of size <*> from /<*>,0.9038247346505396,0
655,81110,122444,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-5009274684359267777 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9615366157967766,0
656,81110,122607,11193,INFO,dfs.DataNode$PacketResponder,Received block blk_2599050023684318911 of size 67108864 from /10.251.106.10,E11,Received block blk_<*> of size <*> from /<*>,0.9180990132155143,0
657,81110,122609,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.195:50010 is added to blk_3911263675181899748 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9639910292306708,0
658,81110,122630,10903,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5641239200978828454 src: /10.251.42.9:51808 dest: /10.251.42.9:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.8912816323237858,0
659,81110,122648,11281,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8852638972311349374 src: /10.251.107.227:46913 dest: /10.251.107.227:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9281673183473681,0
660,81110,122702,11168,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-719498947487451844 src: /10.251.125.193:52079 dest: /10.251.125.193:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9147512184284203,0
661,81110,122717,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.63:50010 is added to blk_-3170270010972115378 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9715384609093927,0
662,81110,122719,11316,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6988110707613820142 src: /10.251.123.132:47658 dest: /10.251.123.132:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9322369880685253,0
663,81110,123008,11210,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-1490623381339215624 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.9169768986055792,0
664,81110,123012,10997,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2192382893903170466 src: /10.251.201.204:36915 dest: /10.251.201.204:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.8983810307916367,0
665,81110,123040,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-6247364168500873179 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9769508246304321,0
666,81110,123114,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.237:50010 is added to blk_4234385041723406944 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.977643628650383,0
667,81110,123132,11170,INFO,dfs.DataNode$PacketResponder,Received block blk_8968608251219902913 of size 67108864 from /10.251.195.52,E11,Received block blk_<*> of size <*> from /<*>,0.9139965518204506,0
668,81110,123237,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_-8502460962248995911 size 28489733,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9815824588160355,0
670,81110,123252,11243,INFO,dfs.DataNode$PacketResponder,Received block blk_-9089815063425241739 of size 67108864 from /10.251.126.255,E11,Received block blk_<*> of size <*> from /<*>,0.9223200954797953,0
669,81110,123252,11126,INFO,dfs.DataNode$PacketResponder,Received block blk_-1201318815778694289 of size 67108864 from /10.251.194.147,E11,Received block blk_<*> of size <*> from /<*>,0.9103380205447118,0
671,81110,123309,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.32:50010 is added to blk_1389634598105954660 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9894027025671923,0
672,81110,123401,10856,INFO,dfs.DataNode$PacketResponder,Received block blk_557803157214911261 of size 67108864 from /10.251.198.196,E11,Received block blk_<*> of size <*> from /<*>,0.8946541071972363,0
673,81110,123453,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.9:50010 is added to blk_-1435656632270396446 size 28490269,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.9934006312032742,0
674,81110,123517,11398,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_7345322407792942877 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.9398845615174617,0
675,81110,123541,11406,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-8939321760994370713 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.9416236061066021,0
676,81110,123543,11010,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_3958940914408609637 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.9064829452674297,0
677,81110,123726,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_001968_1/part-01968. blk_5106303344783117537,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,1.0013506720599148,0
678,81110,123810,11328,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6628512193350164674 src: /10.251.73.220:33460 dest: /10.251.73.220:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.9326240717685291,0
679,81110,123827,11309,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5587827566367944828 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.9318111958847644,0
